,id,title,description
10,0,Capital Account,"Definition: Capital account can be regarded as one of the primary components of the balance of payments of a nation. It gives a summary of the capital expenditure and income for a country.Description: The capital expenditure and income is tracked by way of funds in the form of investments and loans flowing in and out of an economy. This account comprises foreign direct investments, portfolio investments, etc. It gives a summary of the net flow of both private and public investment into an economy.	A capital account deficit shows that more money is flowing out of the economy along with increase in its ownership of foreign assets and vice-versa in case of a surplus. The balance of payments contains the current account (which provides a summary of the trade of goods and services) in addition to the capital account which records all capital transactions.Also See: Balance of Payments, Capital Assets, Current Account, Balance of Trade, Foreign Direct Investment"
11,0,Capital Adequacy Ratio,"Definition: Capital Adequacy Ratio (CAR) is the ratio of a bank’s capital in relation to its risk weighted assets and current liabilities. It is decided by central banks and bank regulators to prevent commercial banks from taking excess leverage and becoming insolvent in the process.  Description: It is measured as      	Capital Adequacy Ratio = (Tier I + Tier II + Tier III (Capital funds)) /Risk weighted assets 	The risk weighted assets take into account credit risk, market risk and operational risk. 	The Basel III norms stipulated a capital to risk weighted assets of 8%. However, as per RBI norms, Indian scheduled commercial banks are required to maintain a CAR of 9% while Indian public sector banks are emphasized to maintain a CAR of 12%.Also See: Foreign Exchange Reserves, Balance of Payment"
12,0,Casa,"Definition: CASA stands for Current Account and Savings Account which is mostly used in West Asia and South-east Asia. CASA deposit is the amount of money that gets deposited in the current and savings accounts of bank customers. It is the cheapest and major source of funds for banks. The savings accounts portion pays more interest compared to current accounts.Description: Banks offer mainly two types of accounts. These could be term deposits- like fixed or recurring deposits or non-term deposits - like current or savings accounts.	A term deposit is valid for a fixed period of time and in return the bank pays interest at a fixed rate with the condition that you do not touch the money in the interim. For example, you put in Rs 10,000 in a fixed deposit for a period of seven years and the bank pays you an interest at the rate of 12 per cent per annum.	On the other hand, current and savings accounts are used for daily operations and are valid as long as the customer wants them to be. They have lower interest rates than term deposits depending on the bank’s terms and conditions. For example, in an urban area ICICI Bank pays 4.0 per cent interest on a savings account with cheque book on a minimum balance of Rs 10,000.	Since interest rates are lower than term deposits, CASA is a cheaper source of funds for banks. For this reason, financial experts also look at CASA ratio to understand a bank’s financial health, as the same reflects the bank’s capacity to raise money with lower borrowing costs."
13,0,Cash Reserve Ratio,"Definition: Cash Reserve Ratio (CRR) is a specified minimum fraction of the total deposits of customers, which commercial banks have to hold as reserves either in cash or as deposits with the central bank. CRR is set according to the guidelines of the central bank of a country.Description: The amount specified as the CRR is held in cash and cash equivalents, is stored in bank vaults or parked with the Reserve Bank of India. The aim here is to ensure that banks do not run out of cash to meet the payment demands of their depositors. CRR is a crucial monetary policy tool and is used for controlling money supply in an economy.	CRR specifications give greater control to the central bank over money supply. Commercial banks have to hold only some specified part of the total deposits as reserves. This is called fractional reserve banking.Also See: Fractional Reserve System, Reserve Requirements, Central Bank, Monetary Policy, Multiplier, Fractional Reserve BankingThis is how Cash Reserve Ratio works..."
14,0,Catch Up Effect,"Definition: Catch up effect, alternatively called the theory of convergence, states that poor or developing economies grow faster compared to economies with a higher per capita income and gradually reach similar high levels of per capita income. Thus, all economies, over time, may converge in terms of income per head.Description: The catch up effect briefly stated implies that the poorer nations grow much faster because of higher possibilities of growth and over time catch up with the richer countries in terms of per capita income such that the divide between the two gets minimized.	This theory of convergence of incomes is based on the logic of better opportunities of growth available for developing economies like access to technological know how from the developed world and increasing returns to capital, etc.	Empirical evidence suggests that while some developing economies have been able to effectively tap the available advantages to grow faster and catch up with robust economies, this has not been true for a large part of the developing world. The limitations of the theory are based on grounds of social, institutional or political differences, which simultaneously influence growth.Also See: Unconvergence, Increasing Returns to Scale, Per Capita Income, Growth Models"
15,0,Ceteris Paribus,"Definition: This commonly-used phrase stands for 'all other things being unchanged or constant'. It is used in economics to rule out the possibility of 'other' factors changing, i.e. the specific causal relation between two variables is focused.Description: This Latin phrase is generally used for saying 'with other things being the same'. It is particularly crucial in the study of cause and effect relationship between two specific variables such that other relevant factors influencing these are assumed to be constant by the assumption of Ceteris Paribus.	The opposite for this is the phrase 'mutatis mutandis', which states changing some factors that need to be changed. Ceteris paribus is often a fundamental assumption to the predictive purpose of scrutiny.Also See: Change in demand, law of supply, income effect, equilibrium, income effectWatch video: Ceteris Paribus decoded..."
16,0,Clearing Price,"Definition: Clearing price is that price of a commodity or a security at which the market clears a commodity or a security. Quantity supplied is equal to quantity demanded and buyers and sellers conduct the trade.Description: A price is a specific monetary value associated with a security or a commodity. Generally, it so happens that sellers expect to get the highest possible price for their product, while buyers want to get it at the lowest possible price.	In such a scenario, a price that settles the transaction so that both the parties are in agreement is called the clearing price. Where this price settles is influenced by various other factors. It can also be referred to as the equilibrium price.	It can be said that the clearing price is equal to a value that is the same as the lowest price a seller is ready to take for his commodity and the highest price a buyer is ready to pay for it. Thus, it becomes the price at which the latest transaction was conducted.Also See: Market price, negotiated market, equilibrium price"
17,0,Comparative Advantage,"Definition: The benefit or advantage of an economy to be able to produce a commodity at a lesser opportunity cost than other entities is referred to as comparative advantage in international trade theory.Description: The principle of comparative advantage is fundamental to determination of the pattern of trade among nations. David Ricardo was the economist who coined this term. Opportunity cost, stated briefly, is the benefit foregone for undertaking an activity. So, if a country has a lesser value for its resources in the alternative use, it can most efficiently employ resources in this activity. This is what comparative advantage means.Example: Two goods are produced, say wine and wheat, using only one input, i.e. labour. Suppose Nation A requires 10 and 5 units of labour to produce one unit of wine and wheat, respectively, whereas, Nation B requires 10 units of labour each. In such a scenario, while Nation B will have to forego 1 unit of wine for production of an additional unit of wheat, Nation A will have to forego only half a unit of wine for the same.	Since Nation A can produce wheat at a lower opportunity cost, therefore its best for it to produce and export it, i.e. specialize in the production of wheat. On the other hand, Nation B has to forego only one unit of wheat for production of additional unit of wine as opposed to a loss of two units of wheat in case of Nation A. Therefore, Nation B must specialize in the production of wine.Also See: Absolute advantage, David Ricardo, competitive advantage, international trade theory"
18,0,Consumer Price Index,"Definition: A comprehensive measure used for estimation of price changes in a basket of goods and services representative of consumption expenditure in an economy is called consumer price index.Description: The calculation involved in the estimation of CPI is quite rigorous. Various categories and sub-categories have been made for classifying consumption items and on the basis of consumer categories like urban or rural. Based on these indices and sub indices obtained, the final overall index of price is calculated mostly by national statistical agencies. It is one of the most important statistics for an economy and is generally based on the weighted average of the prices of commodities. It gives an idea of the cost of living.	Inflation is measured using CPI. The percentage change in this index over a period of time gives the amount of inflation over that specific period, i.e. the increase in prices of a representative basket of goods consumed.Also See: Industrial production index, personal consumption expenditure, producer price index, headline inflation, retail price index, Index-linked bond, consumer packaged goods.Watch the video here:"
19,0,Consumer Surplus,"Definition: Consumer surplus is defined as the difference between the consumers' willingness to pay for a commodity and the actual price paid by them, or the equilibrium price.Description: Total social surplus is composed of consumer surplus and producer surplus. It is a measure of consumer satisfaction in terms of utility.	Graphically, it can be determined as the area below the demand curve (which represents the consumer's willingness to pay for a good at different prices) and above the price line. It reflects the benefit gained from the transaction based on the value the consumer places on the good. It is positive when what the consumer is willing to pay for the commodity is greater than the actual price.	Consumer surplus is infinite when the demand curve is inelastic and zero in case of a perfectly elastic demand curve.Also See: Consumer Theory, Indifference Curve, Law of Diminishing Marginal Utility, Inter-Temporal Choice, Utility"
20,0,Contagion,"Definition: In economics and finance, a contagion can be explained as a situation where a shock in a particular economy or region spreads out and affects others by way of, say, price movements.Description: The contagion effect explains the possibility of spread of economic crisis or boom across countries or regions. This phenomenon may occur both at a domestic level as well as at an international level. The failure of Lehman Brothers in the United States is an example of a domestic contagion.	The fundamental underlying this scenario where price movements in one market are resultant of shocks or volatility in the other market is that there is a perfect information flow. With increasing interdependence and correlation between economies, this possibility has increased. While internationally, there could a number of other factors governing trade, which may influence the extent of this contagion effect across geographies.Also See: Domino Effect, Asian Financial Crisis, Country Risk, Boom, Recoup Ling"
21,0,Contractionary Policy,"Definition: A contractionary policy is a kind of policy which lays emphasis on reduction in the level of money supply for a lesser spending and investment thereafter so as to slow down an economy.Description: A nation's central bank uses monetary policy tools such as CRR, SLR, repo, reverse repo, interest rates etc to control the money supply flows into the economy. Such measures are used at high growth periods of the business cycle or in times of higher than anticipated inflation. Discouraging spending by way of increased interest rates and reduced money supply helps control rising inflation. It may also lead to increased unemployment at the same time.	The idea here is to make the opportunity cost of holding money high so that people want to hold and spend less of it. The effectiveness of this policy may vary depending upon the specific spending and investment patterns in any economy.Also See: Contraction, Expansionary Policy, Stabilization Policy, Money Supply, Inflation"
22,0,Cost Benefit Analysis,"Definition: It can be explained as a procedure for estimating all costs involved and possible profits to be derived from a business opportunity or proposal.Description: It takes into account both quantitative and qualitative factors for analysis of the value for money for a particular project or investment opportunity. Benefits to costs ratio and other indicators are used to conduct such analyses.	The objective is to ascertain the soundness of any investment opportunity and provide a basis for making comparisons with other such proposals. All positives and negatives of the project are first quantified in monetary terms and then adjusted for their time-value to obtain correct estimates for conduct of cost-benefit analysis. Most economists also account for opportunity costs of the investment in the project to get the costs involved.Also See: Opportunity Costs, Scarcity, Net Present Value, Earnings Before Interest, Profit After Tax"
23,0,Cost Push Inflation,"Definition: Cost push inflation is inflation caused by an increase in prices of inputs like labour, raw material, etc. The increased price of the factors of production leads to a decreased supply of these goods. While the demand remains constant, the prices of commodities increase causing a rise in the overall price level. This is in essence cost push inflation.Description: In this case, the overall price level increases due to higher costs of production which reflects in terms of increased prices of goods and commodities which majorly use these inputs. This is inflation triggered from supply side i.e. because of less supply. The opposite effect of this is called demand pull inflation where higher demand triggers inflation.	Apart from rise in prices of inputs, there could be other factors leading to supply side inflation such as natural disasters or depletion of natural resources, monopoly, government regulation or taxation, change in exchange rates, etc. Generally, cost push inflation may occur in case of an inelastic demand curve where the demand cannot be easily adjusted according to rising prices.Also See: Demand-Pull Inflation, Wage Price Spiral, Aggregate Demand, Profit Margin"
24,0,Countervailing Duties,"Definition: Duties that are imposed in order to counter the negative impact of import subsidies to protect domestic producers are called countervailing duties.Description: In cases foreign producers attempt to subsidize the goods being exported by them so that it causes domestic production to suffer because of a shift in domestic demand towards cheaper imported goods, the government makes mandatory the payment of a countervailing duty on the import of such goods to the domestic economy.	This raises the price of these goods leading to domestic goods again being equally competitive and attractive. Thus, domestic businesses are cushioned. These duties can be imposed under the specifications given by the WTO (World Trade Organization) after the investigation finds that exporters are engaged in dumping. These are also known as anti-dumping duties.Also See: Import Tariff, Export Subsidy, Trade Sanction, Voluntary Export Restraints, Free Trade Agreements"
25,0,Credit Default Swaps,"Definition: Credit default swaps (CDS) are a type of insurance against default risk by a particular company. The company is called the reference entity and the default is called credit event. It is a contract between two parties, called protection buyer and protection seller. Under the contract, the protection buyer is compensated for any loss emanating from a credit event in a reference instrument. In return, the protection buyer makes periodic payments to the protection seller.	In the event of a default, the buyer receives the face value of the bond or loan from the protection seller. From the seller’s perspective, CDS provides a source of easy money if there is no credit event. CDS was introduced by JP Morgan.Description: Assume that two parties A and B enter in a five-year CDS. In this, A is the protection buyer and B is the protection seller. Let’s assume that the notional principal is Rs 50 crore and the protection buyer agrees to pay 100 basis points annually to the protection seller. If the reference entity does not default, the protection buyer keeps on paying 100bps of Rs 50 crore, which is Rs 50 lakh, to the protection seller every year.	On the contrary, if a credit event occurs, the protection buyer will be compensated fully by the protection seller. The settlement of the CDS takes place either through cash settlement or physical settlement. For cash settlement, the price is set by polling the dealers and a mid-market value of the reference obligation is used for settlement.	There are different varieties of CDS, like binary CDS, basket CDS, contingent CDS and dynamic CDS.	There are different types of credit events such as bankruptcy, failure to pay, and restructuring. Bankruptcy refers to the insolvency of the reference entity. Failure to pay refers to the inability of the borrower to make payment of the principal and interest after the completion of the grace period. Restructuring refers to the change in the terms of the debt contract, which is detrimental to the creditors.	If the credit event does not occur before the maturity of the loan, the protection seller does not make any payment to the buyer. CDS can be structured either for the event of shortfall in principal or shortfall in interest. There are three options for calculating the size of payment by the seller to the buyer.	Fixed cap: The maximum amount paid by the protection seller is the fixed rate.	Variable cap: The protection seller compensates the buyer for any interest shortfall and the limit set is Libor plus fixed pay.	No cap: In this case, the protection seller has to compensate for shortfall in interest without any limit.	The modelling of the CDS price is based on modelling the probability of default and recovery rate in the event of a credit event.	The value of CDS for the protection buyer = Expected present value of the contingent leg – Expected present value of fixed leg	In the real world, modelling of the CDS price is difficult because of the problem in computing default probabilities and default correlation.	Asset-backed securities (ABS) is the most common type of CDS.	Although used for hedging credit risks, credit default swap (CDS) has been held culpable for vitiating financial stability of an economy. This is particularly attributable to the capital inadequacy of the protection sellers. When big protection sellers are inadequately capitalised, the over-the-counter (OTC) CDS market raises its ugly head. 	Counter-party concentration risk and hedging risk are the major risks in the CDS market. "
26,0,Cross Elasticity Of Demand,"Definition: The measure of responsiveness of the demand for a good towards the change in the price of a related good is called cross price elasticity of demand. It is always measured in percentage terms.Description: With the consumption behavior being related, the change in the price of a related good leads to a change in the demand of another good. Related goods are of two kinds, i.e. substitutes and complementary goods. In case the two goods are not related, the Coefficient of Cross Elasticity is zero.	In case the two goods are substitutes for each other like tea and coffee, the cross price elasticity will be positive, i.e. if the price of coffee increases, the demand for tea increases. On the other hand, in case the goods are complementary in nature like pen and ink, then the cross elasticity will be negative, i.e. demand for ink will decrease if prices of pen increase or vice-versa.Watch the video to learn more about Cross Elasticity of DemandAlso See: Elasticity, Microeconomics, Consumer Theory, Income Elasticity of Demand, Price Elasticity of Demand, Demand Elasticity"
27,0,Crowding Out Effect,"Definition: A situation when increased interest rates lead to a reduction in private investment spending such that it dampens the initial increase of total investment spending is called crowding out effect.Description: Sometimes, government adopts an expansionary fiscal policy stance and increases its spending to boost the economic activity. This leads to an increase in interest rates. Increased interest rates affect private investment decisions. A high magnitude of the crowding out effect may even lead to lesser income in the economy.	With higher interest rates, the cost for funds to be invested increases and affects their accessibility to debt financing mechanisms. This leads to lesser investment ultimately and crowds out the impact of the initial rise in the total investment spending. Usually the initial increase in government spending is funded using higher taxes or borrowing on part of the government.Also See: Finance, Government Spending, Investment Spending, Keynesian Economics, True Economics"
28,0,Currency Deposit Ratio,"Definition: The currency deposit ratio shows the amount of currency that people hold as a proportion of aggregate deposits.  Description: An increase in cash deposit ratio leads to a decrease in money multiplier.  An increase in deposit rates will induce depositors to deposit more, thereby leading to a decrease in Cash to Aggregate Deposit ratio. This will in turn lead to a rise in Money Multiplier.Also See: Currency Deposit Ratio, Broad Money to Reserve Money  "
29,0,Current Account,"Definition: Current account is one of the two component accounts of the balance of payments of a nation. It records the trade of goods and services of an economy with other countries of the world.Description: Current account includes three components - net exchange i.e. exports minus imports of goods, net exchange of services and net transfers to and from the country. The balance in this account before accounting for the transfer component is generally referred to as the balance of trade. In India, current account is reported by the Reserve Bank of India.	The exchange of goods and services is recorded for the current period and hence is called current account. The current account figure reveals the pattern of foreign trade. If the balance of trade is negative, then the country is importing more goods and services than its exports of these. The other component of the BOP is the capital account.Also See: Current Account Deficit, Capital Account, Balance of Trade, Balance of Payments, Net Borrower, Unilateral Transfers"
30,0,Deadweight Loss,"Definition: It is the loss of economic efficiency in terms of utility for consumers/producers such that the optimal or allocative efficiency is not achieved.Description: Deadweight loss can be stated as the loss of total welfare or the social surplus due to reasons like taxes or subsidies, price ceilings or floors, externalities and monopoly pricing. It is the excess burden created due to loss of benefit to the participants in trade which are individuals as consumers, producers or the government.Example: if a certain tax is imposed on the producer for each unit of the good he sells, it is likely that the new equilibrium price that is settled for the transaction will be higher and therefore some burden of this will be passed on to the consumer.	This will lead to reduced trade from both sides. The loss of welfare attributed to the shift from earlier to this less efficient market mechanism is called the deadweight loss of taxation. This leads to wastage or underutilization of resources due to inefficient market outcomes.Also See: Economic Efficiency, Equilibrium, Indifference Curve, Deadweight Loss of Taxation"
31,0,Debt Equity Ratio,"	(##include msid=4006719,type=11 ##)Definition: The debt-equity ratio is a measure of the relative contribution of the creditors and shareholders or owners in the capital employed in business. Simply stated, ratio of the total long term debt and equity capital in the business is called the debt-equity ratio.	It can be calculated using a simple formula:Description: This financial tool gives an idea of how much borrowed capital (debt) can be fulfilled in the event of liquidation using shareholder contributions. It is used for the assessment of financial leverage and soundness of a firm and is typically calculated using previous fiscal year's data.	A low debt-equity ratio is favorable from investment viewpoint as it is less risky in times of increasing interest rates. It therefore attracts additional capital for further investment and expansion of the business.Also See: Long-Term Debt, Debt Ration, Benefits to Costs Ratio, Return on Debt, Effective Debt, Long-Term Debt to Capitalization Ratio"
32,0,Deflation,"Definition: When the overall price level decreases so that inflation rate becomes negative, it is called deflation. It is the opposite of the often-encountered inflation.Description: A reduction in money supply or credit availability is the reason for deflation in most cases. Reduced investment spending by government or individuals may also lead to this situation. Deflation leads to a problem of increased unemployment due to slack in demand.	Central banks aim to keep the overall price level stable by avoiding situations of severe deflation/inflation. They may infuse a higher money supply into the economy to counter- balance the deflationary impact. In most cases, a depression occurs when the supply of goods is more than that of money.	Deflation is different from disinflation as the latter implies decrease in the level of inflation whereas on the other hand deflation implies negative inflation.Also See: Inflation, Reflation, Stagflation, Agflation, Disinflation, HyperdeflationWatch the video here:"
33,0,Depreciation,"Definition: The monetary value of an asset decreases over time due to use, wear and tear or obsolescence. This decrease is measured as depreciation.Description: Depreciation, i.e. a decrease in an asset's value, may be caused by a number of other factors as well such as unfavorable market conditions, etc. Machinery, equipment, currency are some examples of assets that are likely to depreciate over a specific period of time. Opposite of depreciation is appreciation which is increase in the value of an asset over a period of time.	Accounting estimates the decrease in value using the information regarding the useful life of the asset. This is useful for estimation of property value for taxation purposes like property tax etc. For such assets like real estate, market and economic conditions are likely to be crucial such as in cases of economic downturn.Also See: Accretion, Accelerated Depreciation, Appreciation, Economic Depreciation, Economic LifeLearn more about Depreciation"
34,0,Depression,"Definition: Depression is defined as a severe and prolonged recession. A recession is a situation of declining economic activity. Declining economic activity is characterized by falling output and employment levels. Generally, when an economy continues to suffer recession for two or more quarters, it is called depression.Description: The level of productivity in an economy falls significantly during a depression. Both the GDP (gross domestic product) and GNP (gross national product) show a negative growth along with greater business failures and unemployment.	When a recession continues to take its toll on any economy, the built in process triggers further cuts in investment as well as consumption spending due to loss of confidence among investors and consumers. Also, the financial crisis may lead to decreased availability for credit. Excessive fluctuations happen in relative value of currency. Overall trade and commerce get reduced. The Great Depression of 1929 is considered to be the most classic example of a depression in economic history.Also See: Deflation, Stagflation, Agflation, Great Depression, Economic Stimulus, Contraction"
35,0,Dividend Signaling,"Definition: This is a theory which asserts that announcement of increased dividend payments by a company gives strong signals about the bright future prospects of the company.Description: An announcement of an increase in dividend pay out is taken very positively in the market and helps building a very positive image of the company regarding the growth prospects and stability in the future.	Generally, dividend signaling is done by the company when it changes the amount of dividend to be paid to shareholders."
36,0,Domestic Institutional Investors (diis),"Definition: Domestic institutional investors are those institutional investors which undertake investment in securities and other financial assets of the country they are based in.Description: Institutional investment is defined to be the investment done by institutions or organizations such as banks, insurance companies, mutual fund houses, etc in the financial or real assets of a country. Simply stated, domestic institutional investors use pooled funds to trade in securities and assets of their country.	These investment decisions are influenced by various domestic economic as well as political trends. In addition to the foreign institutional investors, the domestic institutional investors also affect the net investment flows into the economy.Also See: Foreign Institutional Investors, SEBI, Mutual Funds, Hedge Funds, Banks, Insurance Companies, BSE, NSE, Capital Market Segment, Capital Inflows"
37,0,Due Date Rate,"Definition: Due date, also known as maturity date, is the day when some accruals fall due. Due date rate is the amount of debt that has to be paid on a date decided in the past. It can also be known as maturity date rate. If the due date amount is higher than the actual amount, then it results in profit, otherwise it’s a loss.Description: Due date rate, also called maturity amount, is the amount of debt that a debtor has to pay on a date decided earlier. For example, if a person named ABC borrowed Rs 100 from someone called XYZ and it has been decided that ABC would pay Rs 110 on a date decided at the time of making the transaction, then Rs 110 is called the due date rate, maturity amount or maturity rate and the date is a called the due date or maturity date.	Due date amount is also calculated widely for bank deposits, FDs, NSCs, and other investment instruments and via financial institutions. The due date amount/rate for a fixed deposit of Rs 10,000 with 10 per cent annual rate of interest for one year will be Rs 11,000.	The difference between the principle and due date rate can be determined as profit/loss. If the due date rate is higher than the actual rate, the difference amount is called profit, otherwise it will be treated as loss."
