,id,title,description
10,0,Capital Growth,"Definition: Capital growth is the appreciation in the value of an asset over a period of time. It is calculated by comparing the current value, sometimes known as market value of an asset or investment, to the amount paid when you originally bought it.Description: Capital growth can be measured on assets which are owned by promoters or individual(s). In simple words, assets which are in the name of a company or an individual such as equities or real estate.	Capital growth can be applied to a company as well as individuals who own equities or have their own property. Capital appreciation is taxable once the assets are sold.	Let's take the first asset class equities. If an individual buys a stock ABC, 10 years ago for Rs 100, and now the current value of the stocks or its market value is Rs 1,000, it means that your capital has grown 10 times.	While equities have an income component, it is generally seen that high growth companies usually do not pay dividends and instead use the available cash to reinvest in the business.	The reason why they reinvest in the business is simple. The promoters think that they would be able to generate excess returns by reinvesting the cash rather than paying it in the form of dividends to shareholders.	Let's look at another example, where you bought a property for Rs 10,00,000 15 years ago at a prime location in New Delhi. Now, the market value of the same property has increased to Rs 35,00,000.	To calculate capital growth we have to subtract the original price of the property with the market value of the property now.	Capital Growth = (Market value of the property now - original price paid) = 35,00,000-10,00,000 = Rs 25,00,000."
11,0,Cash Accounting,"Definition: Cash accounting is the methodology under which transactions are recorded when they actually happen. For example, income will be recorded when the company receives cash and expenses are recorded when they are actually paid out and not when the bill is raised.Description: There are two basic type of accounting methodologies – one is cash accounting and the other is accrual accounting. Both systems have their own benefits. Cash accounting is beneficial for small companies or organisations and for complex organisational structures accrual accounting is better.	Cash accounting is a system where revenues as well as expenses are realised when they are received or paid out in case of an expense. It is fairly easy to use methodology. Let’s understand it with the help of an example.	If your company ABC receives an order to supply 10 computers on October 10, but you deliver the goods in November, the sale will be recorded in the month of November only and not in the month of October.	Your firm ABC receives cash of Rs 1,00,000 for the sale of 10 computers from company XYZ on November 10. The accountant will record the transaction of a sale on November 10 only, and not on October 10.	Companies record expenses when they are actually paid out. Let’s understand the concept with the help of an example. If your company hires a contractor on November 1 and a bill is raised on that day, but the actual money was paid out on November 15.	Under cash accounting, November 15 would be the date when the transaction will be recorded and not November 1st.	This method is usually used by sole proprietors who have small, cash-based business or are involved in providing service to customers."
12,0,Cash Flow,"Definition: The amount of cash or cash-equivalent which the company receives or gives out by the way of payment(s) to creditors is known as cash flow. Cash flow analysis is often used to analyse the liquidity position of the company. It gives a snapshot of the amount of cash coming into the business, from where, and amount flowing out.Description: As discussed cash flows can either be positive or negative. It is calculated by subtracting the cash balance at the beginning of a period which is also known as opening balance, form the cash balance at the end of the period (could be a month, quarter or a year) or the closing balance.	If the difference is positive, it means you have more cash at the end of a given period. If the difference is negative it means that you have less amount of cash at the end of a given period when compared with the opening balance at the starting of a period.	To analyse where the cash is coming from and going out, cash flow statements are prepared. It has three main categories – operating cash flow which includes day-to-day transactions, investing cash flow which includes transactions which are done for expansion purpose, and financing cash flow which include transactions relating to the amount of dividend paid out to stockholders.	However, the level of cash flow is not an ideal metric to analyse a company when making an investment decision. A Company’s balance sheet as well as income statements should be studied carefully to come to a conclusion.	Cash level might be increasing for a company because it might have sold some of its assets, but that doesn’t mean the liquidity is improving. If the company has sold off some of its assets to pay off debt then this is a negative sign and should be investigated further for more clarification.	If the company is not reinvesting cash then this is also a negative sign because in that case it is not using the opportunity to diversify or build business for expansion."
13,0,Chart Of Accounts,"Definition: Chart of accounts is known as listing of all the accounts specified by an organisation to record transitions in its general ledger. Each account is usually referred by a number sequence which is helpful in identifying the account in the accounting software.Description: To prepare the chart of accounts, the company first has to list out all the accounts used by the business. These accounts should have a unique number which is also known as sequence number. A company can increase or decrease the sub heads in the chart of accounts according to the nature of business.	The size of a chart of account also depends on the size of the company. A company with multiple divisions as well as international operations will have thousands of accounts, compared to a small company with domestic markets who may just need about hundred accounts.	Different businesses will have different account structures which will be used for reporting. For example, a manufacturing firm will have various accounts which will record the costing as well as sale of the products.	Account numbers should be numbered in a logical way which can help in identification. The accounts are numbered keeping in mind the division of the company, account type, and the department. The account number is made up of five digits; some software may not even require number sequence.	Account numbers are very important in the chart of accounts, and a gap is usually given to further add accounts in a specific department. For example, under the head - current assets (account numbers are given from series 10000-16000)	10100 Petty cash fund, 12000 for accounts receivable, 13000 for suppliers, 15500 for prepaid insurance. The gap between the accounts is given so that the company can add account numbers under this specific head if required."
14,0,Chattel Mortgage,"Definition: Chattel mortgage is a loan extended to an individual or a company on a movable property. Here, the ‘chattel’ or the movable personal property which could be a car or a mobile home can be used as a security to extend the loan.Description: Chattel mortgages are secured loans attached to a personal movable property which is used to extend the loan to an individual or a business owner. In the traditional setup, a loan is given to a person based on the security he/she provides which is usually in the form of land, house, etc.	But with chattel mortgage, a loan is extended to a borrower secured by ‘chattel’, in which the bank holds a lien until the entire amount is repaid. Usually, the rate of interest levied on such mortgages is lower. 	Chattel mortgage generally carries a lower rate of interest, flexible payment structure, and thus proves to be better especially for business owners.	Let’s understand chattel mortgage with the help of an example. If you are a contractor involved in repairing job or construction then you would need a vehicle to carry the goods as well as construction material.	One feature of chattel mortgage which differs from consumer loan is that your bank or the mortgage company will secure the loan using the ‘chattel’ or the vehicle which you are planning to purchase. It could be a tow truck or mini-van etc.	The most important advantage to a mortgage company is that assets which are kept as security are movable and can be sold off quickly in an event of a default. Automobiles, yacht or boats, mobile homes or trailers, electronic items, and appliances are all examples of movable property."
15,0,Contingent Liability,"Definition: A contingent liability is defined as a liability which may arise depending on the outcome of a specific event. It is a possible obligation which may or may not arise depending on how a future event unfolds. A contingent liability is recorded when it can be estimated, else it should be disclosed.Description: A contingent liability is a liability or a potential loss that may occur in the future depending on the outcome of a specific event. Potential lawsuits, product warranties, and pending investigation are some examples of contingent liability.	If the amount can be estimated, the company sets aside that amount separately to be paid out when the liability arises. Contingent liability as a term does not apply only to companies, but to individuals as well.	For example, if you took an educational loan of Rs 10,00,000 from your bank to fund your child’s higher studies. That amount could well become a contingent liability if your child fails to make monthly payments after getting a job. You might have to pay the amount because you have taken the loan from your bank.	Let’s understand contingent liability from a company’s point of view. Your company might be in the middle of a lawsuit and your lawyer thinks that the other party has a strong case which could potentially lead to damages worth Rs 10 crore.	In that case, the company would book that amount as contingent liability on its balance sheet. On the other hand, if the lawyer or the legal department thinks that the other party does not have a very strong case in hand. They would advise the firm not to make any provision of a contingent liability.	When the probability of a contingent liability is low then is no journal or even a disclosure is required in the books of accounts."
16,0,Debt Consolidation,"Definition: Debt consolidation means combining more than one debt obligation into a new loan with a favourable term structure such as lower interest rate structure, tenure, etc. Here, the amount received from the new loan is used to pay off other debts.Description: Debt consolidation is used by consumers to pay off a small debt in one go by taking one big loan. By doing this they save on interest as well as the finance cost of the small loan owed by them. The borrower would now have to make one payment instead of making multiple payments to other creditors.	Debt consolidation can happen on debts which are not tied up to an asset. Education loan, amount owed on credit card, personal loan are some examples of unsecured loans which can come under debt consolidation.	There are some steps which borrowers should follow when they are planning to consolidate their debt. Identify your debt(s) obligations, the total amount that you owe the lenders, time period or tenure, apply for a consolidation loan, once you receive the loan pay off other debts, stick to the payment cycle of the consolidated loan.	Let's understand the concept with the help of an example. For instance you have a loan obligation of Rs 3,00,000, which includes a two-year loan of Rs 1,00,000 with an interest rate of 12 per cent. There is another loan of Rs 2,00,000 which carries an interest rate of 10 per cent annually.	The monthly payment for both the loans comes out to be around Rs 11000 which includes a payment of Rs 5170 from loan 1, and another payment of Rs 5830 from loan 2.	The borrower can reach out to debt Consolidation Company to understand the structure. They might be able to lower the easy monthly instalments or EMIs to around Rs 6000, and consolidate both the loans into one. However, in the process the tenure was increased to pay off the loan.	Debt consolidation is used by consumers to pay off a small debt in one go by taking one big loan. By doing this they save on interest as well as the finance cost of the small loan owed by them. The borrower would now have to make one payment instead of making multiple payments to other creditors.	Debt consolidation can happen on debts which are not tied up to an asset. Education loan, amount owed on credit card, personal loan are some examples of unsecured loans which can come under debt consolidation.	There are some steps which borrowers should follow when they are planning to consolidate their debt. Identify your debt(s) obligations, the total amount that you owe the lenders, time period or tenure, apply for a consolidation loan, once you receive the loan pay off other debts, stick to the payment cycle of the consolidated loan.	Let's understand the concept with the help of an example. For instance you have a loan obligation of Rs 3,00,000, which includes a two-year loan of Rs 1,00,000 with an interest rate of 12 per cent. There is another loan of Rs 2,00,000 which carries an interest rate of 10 per cent annually.	The monthly payment for both the loans comes out to be around Rs 11000 which includes a payment of Rs 5170 from loan 1, and another payment of Rs 5830 from loan 2.	The borrower can reach out to debt Consolidation Company to understand the structure. They might be able to lower the easy monthly instalments or EMIs to around Rs 6000, and consolidate both the loans into one. However, in the process the tenure was increased to pay off the loan."
17,0,Debt Finance,"Definition: When a company borrows money to be paid back at a future date with interest it is known as debt financing. It could be in the form of a secured as well as an unsecured loan. A firm takes up a loan to either finance a working capital or an acquisition.Description: Debt means the amount of money which needs to be repaid back and financing means providing funds to be used in business activities. An important feature in debt financing is the fact that you are not losing ownership in the company.	Debt financing is a time-bound activity where the borrower needs to repay the loan along with interest at the end of the agreed period. The payments could be made monthly, half yearly, or towards the end of the loan tenure.	Another important feature in debt financing is that the loan is secured or collateralized with the assets of the company taking the loan. This is usually part of the secured loan. If the loan is unsecured, the line of credit is usually less.	If a company needs a big loan then debt financing is used, where the owner of the company attaches some of the firm’s asset and based on the valuation of those assets, loan is given.	Let’s understand debt financing with the help of an example. If a company requires a loan of Rs 10 crore, it can raise the capital by selling bonds or notes to institutional investors.	Debt financing is an expensive way of raising funds, because the company has to involve an investment banker who will structure big loans in a systematic way. It is a viable option when interest costs are low and the returns are better.	A company undergoes debt financing because they don’t have to put their own capital. But too much debt is also risky and thus, companies have to decide a level (debt to equity ratio) which they are comfortable with."
18,0,Distributive Bargaining,"Definition: Distributive bargaining is a competitive bargaining strategy in which one party gains only if the other party loses something. It is used as a negotiation strategy to distribute fixed resources such as money, resources, assets, etc. between both the parties.Description: Distributive bargaining is also known as zero-sum negotiations because the assets or the resources which need to be distributed are fixed. So, all the negotiations will have to happen by taking that into context.	The ultimate aim, under distributive bargaining approach, is not to come to a win-win kind of situation but that one side wins as much they can. Both parties will try to get the maximum share from the asset or resource which needs to be distributed.	We end up using distributive bargaining approach in our daily lives as well when we shop. Usually distributive bargaining approach works well with products which do not have a fixed price.	For example, if you go to the supermarket and buy some products, you won't be able to bargain because they have a fixed price. Either you can buy the product or leave it.	Let's understand distributive bargaining approach with the help of another example. You go to Lajpat Nagar market in New Delhi to buy a rug. You are visiting the shop for the first time and	if the rug is of adequate quality, both the parties might not see each other again. The shopkeeper will quote you one price, rather than any lower rate as suggested by you.	In distributive bargaining approach, both the parties try to know each other's walk-away-value to take a decision. After that, they make a deal in that it is closer to their own goal rather than adjusting according to the competitors.	In case the rug cost you Rs 1000, and you give a counter offer of Rs 800. The shopkeeper loses Rs 200. He/she would try to limit the loss and try selling the at around Rs 900-950."
19,0,Due Diligence,"Definition: Due diligence is the process of examining all the material facts of a contract or a deal before a legal contract is signed by both the parties. Put differently, it could also mean verifying the accuracy of a statement.Description: The term, due diligence can be used in a lot of contexts, but it is generally used in reference to business transactions (mostly mergers and acquisitions, joint venture, project finance, securitization, etc.). 	The scope of due diligence typically depends on the nature of transaction proposed to be undertaken. It is not limited to buyers, but even sellers can perform a due diligence on the buyer.	It consists of background, legal, accounting and factual checks. The basic reason for doing such an exercise is to make sure that there are no surprises after the deal is signed.	Companies also do due diligence when a business is looking to add a vendor, purchase commercial property or hire a new employee. The information that is collected after the process is reviewed to make a final decision.	Either parties do due diligence after both the seller and the buyer have agreed in principle to a deal, but before they have signed a binding agreement.	Due diligence also helps in understanding the seller's reasons for selling their business. The information that gets collected in the process is highly sensitive and confidential.	As part of the due diligence process, the party who is investing the money should also review the business' fixed and intangible assets. Knowing exactly what's for sale will help the buyer in valuing the business accurately."
20,0,Equity Finance,"Definition: Equity finance is a method of raising fresh capital by selling shares of the company to public, institutional investors, or financial institutions. The people who buy shares are referred to as shareholders of the company because they have received ownership interest in the company.Description: Equity financing is a method of raising funds to meet liquidity needs of an organisation by selling a company's stock in exchange for cash. The portion of the stake will depend on the promoter's ownership in the company.	One of the most sought after methods of raising cash, apart from public issue, is via Venture Capital. Venture Capital (VC) financing is a method of raising money via high net worth individuals who are looking at diverse investment opportunities.	They provide the company with much needed capital to sustain business in exchange of shares or ownership in the company. 	A start-up might need various rounds of equity financing to meet liquidity needs. They (VC) may like to go for convertible preference share as form of equity financing, and as the firm grows and reports profit consistently, it may consider going public.	If the company decides to go public, these investors (Venture Capitalists) can use the opportunity to sell their stake to institutional or retail investors at a premium. If the company needs more cash, it can go for right offer or follow on public offerings.	When a company goes for equity financing to meet its liquidity needs, for diversification or expansion purpose, it has to prepare a prospectus where financial details of the company are mentioned. The company has to also specify as to what it plans to do with the funds raised.	Equity financing is slightly different from debt financing, where funds are borrowed by the business to meet liquidity requirement. Ideally, to meet liquidity needs an organisation can raise funds via both equity as well as debt financing."
21,0,Factoring,"Definition: Factoring is a type of finance in which a business would sell its accounts receivable (invoices) to a third party to meet its short-term liquidity needs. Under the transaction between both parties, the factor would pay the amount due on the invoices minus its commission or fees.Description: In order to meet short-term liquidity needs, a business has to sometimes resort to factoring. It is slightly different from invoice financing. There are four main types of factoring - maturity factoring, finance factoring, discount factoring, and undisclosed factoring.	The terms, as well as the nature of factoring, could differ from financial institution. The advance rate could vary from 80 per cent to about 90-95 per cent of the total invoice amount. Once the factor collects payments from the creditors, it pays back the rest of the money after deducting its fee or commission.	The only benefit of factoring is that a company doesn't have to wait for two or three months and can address its liquidity needs by approaching a financial institution.	Let's understand factoring with the help of an example. You own a business and you have accounts receivable pending with you which will be due after three months. But in the meantime you need access to cash to address immediate liquidity needs.	To gain access to cash, you approach a factor or a financial institution who has agreed to purchase your invoice worth Rs 10,00,000 from ABC Ltd. The factor may choose to discount the invoice at 4 per cent and will keep RS 40,000 as part of his/her commission. The balance amount is Rs 9,60,000.	Now, the factor might not advance the entire amount of Rs 9,60,000. It would only give around 75 per cent of that which is Rs 7,20,000 in the first tranche and the rest (Rs 2,40,000) when the financial institution receives balance payment from the customer."
22,0,Fully Drawn Advance,"Definition: Fully drawn advance is a financing method which gives you the freedom to take funds or a loan but only for longer durations. It is an ideal way of financing assets which have a long shelf life such as real estate or a manufacturing plant and equipment, etc.Description: Fully drawn advance allows a business owner to get access to instant cash which could be repaid back on the agreed and predetermined schedule along with interest. In this type of advance, the interest rate charged could be flexible or fixed but the loan is usually secured.	This type of loan is extended for a fixed period only. The full amount is given at the beginning of the loan. Usually, commercial banks and finance companies give out these loans.	This type of advance is more suited for individual owners as well as for partnership firms and big organisations. The lenders can work on a payment schedule which could be monthly, quarterly, yearly or after six months.	Credit cards, invoice financing, overdraft facilities extended by the bank, and line of credit are different types of ways a company access funds. When a company requires funds for a short term then invoice financing is a good option. Here, the customer can get access to funds based on the invoices generated by the company. 	An advantage of fully drawn advance with a fixed rate of interest is that the payment structure is known and remains the same till the loan is paid out in full. The rate of interest charged is comparatively less than in variable rate of interest loan.	The only disadvantage is that if your bank decides to decrease the rate of interest you will not get the benefit because you have opted for fixed rate of interest.	Fully drawn advance allows a business owner access to instant cash which could be repaid back on the agreed predetermined schedule along with interest."
23,0,Invoice Finance,"Definition: Invoice financing is a form of short term borrowing which is extended by the bank or a lender to its customers based on unpaid invoices. Invoice financing is often carried out to meet short-term liquidity needs of the company.Description: Invoice financing allows the company or a firm to meet its short-term liquidity needs based on the invoices generated which are still unpaid by its customers. Unpaid invoices are accounts receivable, which means that the company will receive that amount but at a later date. 	If the company faces a liquidity crunch in that period, it has the option to go for invoice financing to meet its liquidity requirement. The company can use the cash to pay employees or suppliers, or invest in getting new machinery, etc.	The benefit of invoice financing is that the company doesn't have to wait for accounts receivable to come and then start paying its employees, buy equipment, etc. They can do that as and when they get the money from the bank or lender.	One important feature to understand in invoice financing is that if the company fails to make payment to the bank/lender, it can use the invoice as collateral. Invoice financing can be done in two distinct ways - one is factoring and the other one is discounting.	Factoring is an arrangement in wherein a company approaches a financier or a bank to sell unpaid invoice. The lender may pay up to 75 per cent of what the invoices are worth up-front to the company. If the lender receives full payment from customers, it will repay the balance amount less interest or other charges back to the company.	Discounting is a method in which the company could get as much as 90 per cent of what the invoices are worth. The only difference between factoring and discounting is that the business collects the payment from customers and then pays it back to the lender. When client(s) makes the payment to the company, it then repays it back to the lender or the bank minus the fee or interest."
24,0,Open Book Management,"Definition: Open book management (OBM) is defined as empowering every employee of an organisation with required knowledge about the processes, adequate training and powers to make decisions which would help them in running a business. It is all about team work and moving forward collectively.Description: Open book management is defined as one of the most dynamic approaches in running a business. It involves keeping complete transparency with employees, sharing data, training employees to embrace leadership roles as well as sharing financial statements. Research has shown that when companies share distinct details about the organisation with the employees, this process helps them grow faster. Most of the companies where this concept is followed generally figure among the top 10% of the companies. 	When a company shares sensitive information with employees, it leads to better employee-employer relationship, helps build trust and boosts the morale of employees. Open book management approach is about showing employees' the financial statement data and making them believe that every effort of theirs is getting reflected in the overall numbers of the company. This facilitates in building the trust as well as enable companies in retaining employees."
