,id,title,description
10,0,Breakaway Positioning,"Definition: Breakaway positioning is a marketing technique in which customers recognise the product based on its features such as design, functionality, appearance, feel, luxury, distribution channel, pricing, or features. This type of marketing technique helps the brand to create its own image, or niche, which at times leads to impulsive buying.Description: A breakaway campaign stands out, as it is able to connect with the consumer at a different level. 	The brands which follow breakaway strategy always try and maintain their niche. They create their own image in the mind of consumers which can't be associated with any other brand. This helps the brand in retaining their consumers.	Brands create their niche by introducing such features which are not available in any other product or the pricing is such that no other brand can match it, etc. Once the brand establishes itself in this type of strategy, consumers also get interested in other products from the same brand.	A classic example of breakaway brand would be the Apple iPhone. When Apple started promoting its products in a commercial it used a tag line - ""If you don't have an iPhone "".	Here Apple differentiated itself from other mobile manufacturers in terms of features, the quality of its product (voice, data storage, camera, etc.) which are far better than the competition. Consistent improvement in the product from Apple, and new innovations keeps the interest alive in the minds of the consumers.	Once the brand is well placed in the mind of the consumer, its other products such as the iPad also did very well in India as well as across the globe."
11,0,Break-even Pricing,"Definition: Break-even pricing is an accounting pricing methodology in which the price point at which a product will earn zero profit is calculated. In other words, it is the point at which cost is equal to revenue.Description: Break-even pricing is a common tool used by most companies to set the pricing strategy of their portfolio of products. It is computed by the management of a company to make informed decisions in case it wants to increase the production or put a check on costs. The company can choose to set a price which is below the break-even point. But, in that case, the company would be earning revenues and would not be making any profits. So, the main motive of the company would be to increase its market share rather than earning profits. Most of the e-commerce firms are still operating below their break-even point. But, they have been able to tap the market share. This pricing methodology helps the company in setting up the lowest acceptable price. Break-even price is calculated by using this formula = (Total fixed cost/Production unit volume) + Variable Cost per unit. Let's understand with the help of an example. XYZ Ltd is into manufacturing of light bulbs. The fixed cost of manufacturing bulbs turns out to be Rs 50,000 and the variable cost per unit is Rs 10. The company sets an annual target of selling close to 10,000 bulbs. The break-even pricing can be calculated by using fixed cost as well as the target for annual sales. Break-even point = (50,000/10,000)+10 = Rs 15 The break-even price for one bulb is Rs 15, which means that the company can choose to price the product above this price to earn profits. If it chooses to price its product below Rs 15, it would not be earning any profits."
12,0,Cash Cows,"Definition: Cash Cow is one of the four categories under the Boston Consulting Group's growth matrix that represents a division which has a big market share in a low-growth industry or a sector. It is referred to an asset or a business, which once paid off, will continue giving consistent cash flows throughout its life.Description: A Cash Cow is a metaphor used for a business or a product, which exhibits a strong potential in terms of returns in a low-growth market. The rate of return from this business is usually greater than the market growth rate. A company does not have to invest much in the business apart from the initial outlay. Once the company recovers its initial investment, it does not have to put in more cash to keep the business growing. A cash cow is a term used in the Boston Consulting Group (BCG) matrix. A business becomes a cash cow or a dog depending on its performance in the growth stage. Under the growth share matrix model, a business can either become a cash cow if it becomes a market leader in the industry or a dog, which represents a low market share and a low growth rate. Cash generated from cash cows are used to fund other product portfolios of business. It can be used to fund research and development, grow market share or service corporate debt and reduce the overall debt burden on the company. The company can also use the cash to pay dividend to shareholders as well as buy back shares. Cash cows tend to grow at a slow rate, but they are usually market leaders in the industry where there are lot of entry barriers. The presence of entry barriers means that there will be less competition."
13,0,Channel Management,"Definition: The term Channel Management is widely used in sales marketing parlance. It is defined as a process where the company develops various marketing techniques as well as sales strategies to reach the widest possible customer base. The channels are nothing but ways or outlets to market and sell products. The ultimate aim of any organization is to develop a better relationship between the customer and the product.Description: Channel management helps in developing a program for selling and servicing customers within a specific channel. The aim is to streamline communication between a business and the customer. To do this, you need to segment your channels according to the characteristics of your customers: their needs, buying patterns, success factors, etc. and then customize a program that includes goals, policies, products, sales, and marketing program (1). The goal of channel management is to establish direct communication with customers in each channel. If the company is able to effectively achieve this goal, the management will have a better idea which marketing channel best suits that particular customer base. The techniques used in each channel could be different, but the overall strategy must always brand the business consistently throughout the communication (2).	A business must determine what it wants out of each channel and also clearly define the framework for each of those channels to produce desired results. Identifying the segment of the population linked to each channel also helps to determine the best products to pitch to those channels."
14,0,Confirmation Bias,"Definition: Confirmation bias is a psychological phenomenon in which a person tends to accept those references or findings which confirm his/her existing belief in things. Confirmation bias leads to statistical errors, as it influences the way people gather information and interpret it.Description: Humans are complex beings who give weightage to those things or evidence which confirm their beliefs. Despite thinking that they are rational being, ideas are often biased and influenced by information that upholds our ideas.	Confirmation bias is a type of cognitive bias that leads to poor decision-making. It often blinds us when we are looking at a situation. In other words, it prevents us from looking at a situation objectively to make a decision.	For example: Confirmation bias is commonly seen around the election time, when people from all walks of life are in favour of a specific party or an individual who they think is fit to win. When they are asked why they like a particular party such as ABC, they would bring out all the positive information they have about the party or individual.	The very reason they bring out the information is because somewhere down the line they believe in that party and the work that the party intends to do. For example, if your country is suffering from corruption and ABC makes an oath to eliminate or bring down such a practice, you will get attached to the idea."
15,0,Conspicuous Consumption,"Definition: Conspicuous consumption is the practice of purchasing goods or services to publicly display wealth rather than to cover basic needs.Description: The word 'Conspicuous' here means lavish or wasteful spending. This kind of spending is generally made by people who have considerable amount of disposable income to spend on goods and services which are not necessary, but are more luxurious in nature.The concept is not new and has been part of society for long. This particular type of consumption is typically associated with the rich and wealthy and has only grown with time.The term 'Conspicuous consumption' was first coined by American economist Thorstein Veblen in his 1889 book, ""The Theory of the Leisure Class."" The theory is dynamic and has only evolved over the period of time with people searching for new ways of creating and displaying wealth.If we have to look at our society, there are many examples of conspicuous consumption. Designer clothes, expensive jewellery, luxury cars, etc. are some of examples which comes under forms of conspicuous consumption.If we look at above examples we will find that conspicuous consumers often buy those goods & services which are too expensive for other classes of society (social status). They buy these expensive items to show that they are a class above or to show their spending power.Advertising plays a major role in placing the product as a luxury item in the mind of consumers. The product has to be elegant, exclusive (branded bag, jewellery etc.), or tailor made for the consumer."
16,0,Copy Testing,"Definition: Copy-testing is a comprehensive approach used as part of marketing research to test the effectiveness of an advertisement based on responses prior to it being aired. This form of pre-testing will be beneficial for the company to understand whether an advertisement carries a strong-enough message.Description: Marketing activities are expensive and copy-testing can help you make sure that your campaign is effective. Before an advertisement is launched or aired there are series of tests which are done to gauge the effectiveness of the campaign. These tests are carried on even after the campaign is launched to measure the effectiveness.	Both qualitative and quantitative techniques are used to measure the effectiveness of the advertising campaign. The approach saves the company time and money as the ad will be error-free and include all the desired changes.	The main purpose of copy-testing is to fix ads which may not connect with the audience. If consumers are not able to connect with the ad, they might get a wrong message.	To overcome this challenge, companies often enroll marketing research firms to conduct these studies. The advertisement is shown to a small group of people to measure their response.	By conducting this experiment, the responses can be quantified to give the company a more meaningful feedback. Here, analysts can analyse real-time response from the respondents after watching the advertisement.	The analysis could be done around various things such as how respondents felt after watching the ad, their facial expression. A wider survey, post the ad, can provide more information about how they felt and their feedback.	Often changes are made when an ad is shown in different demographics to connect with the audience of that particular area. Copy testing also evaluates ad on demographics."
17,0,Cost Leadership,"Definition: Cost leadership is a term used when a company projects itself as the cheapest manufacturer or provider of a particular product or commodity in a competition. It is difficult to deploy the strategy because the management must constantly work on reducing cost at every level to remain competitive.Description: Cost leadership is a part of marketing strategy. Although, it is highly effective in gaining market share as well as drawing the customers' attention, it is difficult to deploy. The management team of the company has to constantly work towards reducing the cost of not just one product, but the entire range of products in the company's portfolio. Cost leadership does not mean that a company produces goods which are of inferior quality at comparatively cheap rates. That strategy will ultimately lead to failure. To deploy this strategy, a company has to produce goods which are of acceptable quality and specific to a set of customers at a price which is much lower or competitive than other companies producing the same product. The most famous cost leader in India is Big Bazaar, followed by Vishal Mega Mart."
18,0,Counter Advertising,"Definition: Counter advertising is an advertisement which responds to another advertisement. They are, at times parody of the original ad, but deliver a message. Counter advertising takes an opposing position or a counter-view, and is generally made out on controversial topics such as smoking or high sugar content in aerated drinks.Description: Counter advertising uses the same technique which caught your attention the first time when you saw the original ad, but tweaks it to deliver a different message to the audience.	It is an advertising technique which will catch your eye because you will identify with the message in the ad. For example, we all know the sugar content aerated drinks or sodas have.	With growing lifestyle diseases in the world, most people have become health conscious. And, because of that the consumption of soda has come down drastically. Consumers are looking for a drink, but without the added sugar content.	Many companies have come out with 'health flavoured water' which supposedly contains minimum amount of sugar and is filled with essential vitamins. On the face of it, the ad would be appealing, not because you are drinking flavoured water, but because it has less or minimal sugar content.	To create counter ads, one should analyse why the original ad was effective and use simple techniques to send across the message. When you are planning to create a counter ad, think of the one thing which you remember about the ad, was it the graphic or a sound or the message?	Visual images are a powerful tool in creating counter ad, this is because people often forget what they hear or what they read, but research shows that they are likely to remember what they see, for a long time."
19,0,Customer Lifetime Value,"Definition: Customer Lifetime Value or CLTV is the present value of the future cash flows or the value of business attributed to the customer during his or her entire relationship with the company.Description: CLTV is the value a customer contributes to your business over the entire lifetime at your company. It is a very important metric and is used while making important decisions about sales, marketing, product development, and customer support.	By applying Customer Lifetime Value marketing managers can easily arrive at the rupee value associated with the long-term relationship with any customer. It is difficult to predict how long each relationship will last, but marketing managers can make a good estimate and state CLTV as a periodic value.	It is useful metric used by marketing managers especially at a time of acquiring a customer. Ideally, lifetime value should be greater than the cost of acquiring a customer. Some also call it a break-even point.	The basic formula for calculating CLTV is the following (1):	 	(Average Order Value) x (Number of Repeat Sales) x (Average Retention Time) 	For example, let’s say you run a Health Club where customers pay Rs 1000 per month and the average time that a person remains a customer in your club is 3 years. Then the lifetime value of each customer is (according to the formula above):	Rs 1,000 per month x 12 months x 3 years = Rs 36,000. This means each customer is worth a lifetime value of Rs 36,000.	Once we calculate CLTV we know how much the company can spend on paid advertising such as Facebook ads, YouTube ads, Google Adwords etc. in order to acquire a new customer."
20,0,Distribution,"Definition: Distribution means to spread the product throughout the marketplace such that a large number of people can buy it.Distribution involves doing the following things:	1. A good transport system to take the goods into different geographical areas. 	2. A good tracking system so that the right goods reach at the right time in the right quantity. 	3. A good packaging, which takes the wear and tear of transport. 	4. Tracking the places where the product can be placed such that there is a maximum opportunity to buy it.	5. It also involves a system to take back goods from the trade. Description: Distribution can make or break a company. A good distribution system quite simply means the company has greater chance of selling its products more than its competitors. The company that spreads its products wider and faster into the market place at lower costs than its competitors will make greater margins absorb raw material price rise better and last longer in tough market conditions. Distribution is critical for any type of industry or service. The best price product, promotion and people come to nothing if the product is not available for sale at the points at which consumers can buy. 	In the FMCG industry in India, specially, companies distribute their low-value, high volume products to over 1 million retail outlets, or points of sale. The most successful FMCG companies have the biggest networks, made of factories, stock points, distributors or C&F (Carrying and forwarding agents), wholesalers, retailers and consumers. Nowadays, even direct marketing is considered a feasible distribution channel. "
21,0,Dog,"Definition: 'Dog' is named as one of the quadrants of the Boston Consultancy Group (BCG) matrix which has a small market share in a mature industry. The BCG growth share matrix was developed to manage different categories of business units in the company itself.Description: A 'dog' is a name given to a business unit within a company which has a much smaller share in a mature market. It does not generate a strong cash flow for the company and it does not need a large amount of investment to keep the unit running. The term can also be attributed to a stock which has been a marked underperformer compared to the benchmark indices for a longer period of time. In most cases we have seen that dog operates in a mature industry and if it is not bringing sustained cash flows, the management can selling a business unit and use the cash to invest in areas where returns are positive. If the company does not see a potential in the business unit which is referred to as dog, it will not allocate more cash to build the product to turn it into a Star or a Cash cow, both terms used in BCG matrix for different business units."
22,0,Double Blind Testing,"Definition: A double blind experiment is a procedure undertaken by a company to gather important data about its products. Here the subjects of the experiment or the persons who are conducting the experiment are not aware of who is in the control group.Description: Double blind testing is a scientific approach where the company plans to eliminate the experimental bias of the test subjects and the researchers.	 	These experiments are an important part of conducting research for a company to know more about the product they want to conduct their research on. Past research shows that people act differently when they are moderated or belong to a specific group.	For example, if a company wants to conduct a taste test experiment in which participants compare two popular coffee brands to figure out if their brand is stronger or not.	Now, if the individual who is moderating the test is also the employee of the company then there might be some conflict of interest as he/she would want his/her brand to score more and win the test.	This may further lead to things like giving test subjects further clues or adding more coffee to the drink just to make it stronger. All these things will lead to some amount of bias in the experiment which will not reflect the true purpose of the test.	For a company who is looking at concrete results, researchers use double blind experiment to remove both experimental and participational bias. These results are more widely accepted in conducting further research."
23,0,Early Adapters,"Definition: Early adapter is a person or a set of consumers who start using new technology or a product as soon as it is available in the market or gets launched. Companies rely heavily on early adapters to give valuable feedback about the product’s shortcomings or things which need improvement.Description: Early adapters pay more for a product as compared to another because of its exclusiveness. They buy the product as soon it is launched. Best in class features, exclusivity, brand names, and improved technology are some highlights of a product which induces such behaviour.	Research studies have shown that early adapters consist of 14-15 per cent of the buying population. Another reason why the company likes early adapters is that they provide word-of-mouth advertising.	They always want to stand apart from the crowd. This is seen with products such as mobile phones, luxury cars, eating joints or restaurants, etc. They play a very important role in the success of a newly-launched product.	Let’s understand the concept with the help of an example. When Google launched its flagship phone Nexus 6, it used a pre-booking system where only a fraction of the phones were were launched.	The product received tremendous response and was pre-booked by consumers who paid the full price. The phone was loaded with an operating system, features and an impressive battery life.	Going by the scenario, early adapters are willing to take risks because they are the first ones to use the technology. They play a key role in promoting the product to friends who show interest in the product.	Another example is when Apple launches its new iPhone. Long queues can be seen outside Apple stores on the launch date."
24,0,Endorsements,"Definition: Endorsements are a form of advertising that uses famous personalities or celebrities who command a high degree of recognition, trust, respect or awareness amongst the people. Such people advertise for a product lending their names or images to promote a product or service. Advertisers and clients hope such approval, or endorsement by a celebrity, will influence buyers favourably. For example, Sachin Tendulkar endorsing motorcycles and biscuits can influence young men or children who look to him as role model.Description: Such advertising connects with a lot more people than ordinary advertising can, because people will notice celebrities, famous personalities and role models even from a vast clutter of noise, people or products. Such ads work well for aspiration products or lifestyles. 	Endorsements can confer on a brand a larger-than-life image, and if the advertising follows the current celebrities and personalities, the endorsement can last quite long. Lux is an example, which is endorsed by all the leading actresses of the generation, helping greatly to keep Lux a relevant and attractive brand even as consumers change. 		The more famous or celebrated the endorser, the more expensive can it be to use that personality for a product. "
25,0,Focus Group,"Definition: A focus group is a small set of six to ten people who usually share common characteristics such as age, background, geography, etc.. The set comes together to discuss a predetermined topic. A focus group is a part of marketing research technique.Description: A focus group is useful in analysing a topic or getting an opinion on a predetermined topic for research. The information collected is used in making refinements to the product. With the help of focus groups, a company can collect information pertaining to what different groups or a set of people feel about a particular topic or a product. Feedback is collected from a set of people in case the company plans to change the appearance or the quality of a product and it wants to get the first reaction from different sets of people as to what they think, focus groups help the company to do just that. Based on the responses, the company can quickly analyse if people in the group like the refined product or not. They could also track the consumption patterns by asking them if they would increase the consumption once the refined product is introduced in the market. Focus groups can vary in size, depending on the issue, problem or the product that needs to be discussed. But, ideally it should be between 8-12 people."
26,0,Gantt Chart,"Definition: A Gantt chart is a useful graphical tool which shows activities or tasks performed against time. It is also known as visual presentation of a project where the activities are broken down and displayed on a chart which makes it is easy to understand and interpret.Description: A Gantt chart is a popular tool in project management. It basically drills down activities which need to be done by a fixed time period. It is commonly used for tracking project schedules.	On the chart, tasks are shown on the vertical axis while the scheduled time-spend is laid out on the horizontal axis. Each task is represented by a bar that shows the time required for the project.	The bar then represents or shows percentage of tasks that have been completed. It also shows dependencies, which simply means the interlinkages between various activities in the project.	Understanding the interlinkage between activities is very important to monitor and Gantt charts help the project manager to do just that. It conveys the information about the completion of other activities in the project. This information is important because of the interlinkages between various activities and if one activity gets delayed it will have an impact on others.	Gantt chart is a useful tool in planning and scheduling the projects. It keeps the management updated as to when the project will get completed. It also keeps the management informed about any additional resources that are required, and manage dependencies between tasks. 	They are commonly used in scheduling production processes, employee roster or scheduling, events scheduling, production processes, etc. Microsoft Excel can also be used to create Gantt charts apart from other independent software available in the market."
27,0,Gender Segmentation,"Definition: The categorization of potential markets on the basis of gender i.e. male or is what entailed in the process of ‘'Gender Segmentation'’. Though both males and females can come under the target market for a given product but it is also possible that the share of one gender may surpass the share of another gender in the company’s target market. With a view to cater the needs of both the genders, markets can be segregated by the businesses. Besides, markets can also bring changes in their products with an aim to fulfill the requirements of a specific gender thereby justifying the term Gender Segmentation.Description: Using various segmentation schemes, companies across the globe are able to target various customer groups effectively. Under gender segmentation, the database is divided into male or female. Both men and women have different interest in terms of shopping for various products such as apparel, cosmetics, perfumes, shoes etc. and even food habits. To overcome this challenge, a company should have different marketing strategy for both men and women. A woman will not buy a product which is made for a man. Likewise, a man would not purchase a product which is made for a woman. This particularly happens when we are shopping for perfumes. The segmentation based on the gender is important for lots of industries which have portfolios for both male as well as female. For example, Nike as a sportswear company has separate portfolio for both male as well as female. As a company, Nike will have to come out with different strategies to market products differently for male and female. The company even has to create a separate segment for both men and women in the showroom itself. This is much evident if you go to an apparel showroom such as Zara, Marks & Spencers etc. There are various benefits by deploying market segmentations. First, the company is able to target the niche market and expand its market base. The second is that it also leads to increase its competitiveness. Satisfied customers often lead to bring stability in the business. For example, if I wear shoes of a particular company for running, I will keep my trust intact with the same company when I am buying my second shoes because I am comfortable with the brand as well as the quality of the shoes."
28,0,Generic Strategies,"Definition: Michael Porter developed three generic strategies, that a company could use to gain competitive advantage, back in 1980. These three are: cost leadership, differentiation and focus. Description:  The cost leadership strategy advocates gaining competitive advantage due to the lowest cost of production of a product or service. Lowest cost need not mean lowest price. Costs are removed from every link of the value chain- including production, marketing, and wastages and so on. The product could still be priced at competitive parity (same prices as others), but because of the lower cost of production, the company would be able to sustain itself even through lean times and invest more into the business all throughout.	Examples are the TPS system developed by the Toyota Motor Company. The TPS system aims to cut costs throughout the company, but Toyota cars are still priced at almost the same levels as American or other Japanese cars. 	The 'differentiation' strategy involves creation of differentiated products for different segments. A variety of  products, each branded and promoted differently with levels of function, allows a company to 'desensitize' prices, and on the basis of being different, charge premium or higher prices. This strategy also provides a hedge against different markets and product life cycles, allowing cash flow to come in even if a few products decline, while others grow or mature.	A prime example of this strategy is Hindustan Lever, which, while focused on FMCG, has a range of products even within the soaps category for different segments. Such a strategy needs strong segmentation, marketing and branding skills. 	The 'focus' strategy involves focusing on a narrow, defined segment of the market, also called a 'niche' segment. For example, Porche markets to the particular segment that likes fast and expensive cars and can afford it. A company in a niche market has customers who understand, appreciate and can pay a premium for their indulgence. Competitive advantage - either by cost or differentiation- is created specially for the niche. But the risks are that the niche may not grow, or it may disappear with time and change. "
29,0,Impulsive Buying,"Definition: Impulsive buying is the tendency of a customer to buy goods and services without planning in advance. When a customer takes such buying decisions at the spur of the moment, it is usually triggered by emotions and feelings.Description: Impulsive buying can't be categorized for one specific product category. Impulsive buying can be seen in products such as chocolates, clothes, mobile phones and in big-ticket items such as cars, jewellery etc. Impulsive buying means making an unplanned purchase. It is based on an irrational thinking. Marketers try to tap this behavior of customers to boost sales. There is a great likelihood that customers end up making a purchase of products after entering the hypermarket without any actual intent of doing so. Many mobile phone-makers tend to exploit this trait in customers by introducing products which can be an add-on gadget for their mobiles such as fitness bands, watch etc."
